"filename", "language", "Markdown", "JSON with Comments", "HTML", "TypeScript", "JSON", "JavaScript", "Python", "SCSS", "TypeScript JSX", "XML", "comment", "blank", "total"
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\shareDialog\ShareDialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 490, 0, 43, 97, 630
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\toggle\Toggle.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 13, 87
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\toggle\Toggle.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 6, 24
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\Tutorials.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 17, 79
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\components\custom\Custom.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 12, 98
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\components\custom\Custom.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 4, 46
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\components\image\Image.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 18, 145
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\components\image\Image.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 4, 45
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\components\text\Text.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 14, 110
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\components\text\Text.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 3, 41
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\context\TutorialContext.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 4, 20
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\context\TutorialProgressContext.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\dishList\DishListTutorial.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 7, 40
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\dishList\DishListTutorial.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 132, 0, 0, 4, 136
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\editor\EditorTutorialManager.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 2, 23
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\editor\initialLandingEditor\IntitialLandingEditorTutorial.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\editor\initialLandingEditor\IntitialLandingEditorTutorial.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 13, 99
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\editor\selectMainFlavor\SelectMainFlavorTutorial.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 5, 20
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\editor\share\ShareTutorial.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 6, 34
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\editor\synthLine\SynthLineTutorial.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 96, 0, 0, 12, 108
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\home\HomeTutorial.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 5, 30
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\hooks\TutorialStepHook.ts", "TypeScript", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 7, 42
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\openShared\OpenSharedTutorial.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 4, 37
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\restaurant\RestuarantTutorial.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\components\tutorials\restaurant\RestuarantTutorial.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 4, 34
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\CurrentDish.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 4, 27
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\CurrentDraggingElementTouch.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\CurrentInterPlayerDragContext.ts", "TypeScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\CurrentlyPlayingContext.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\DishActions.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\DishesContext.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\FlavorSynthContextMenuContext.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\GameStateContext.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\LoadingAnimationContext.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 3, 28
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\MainFlavorContext.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\SynthChangeContext.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\SynthLinesContext.ts", "TypeScript", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 2, 3, 39
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\SynthSelectorContext.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\TitleContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 6, 25
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\TooltipContext.ts", "TypeScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\TouchCheckerContext.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\contexts\UserContext.ts", "TypeScript", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\download\DownloadManager.ts", "TypeScript", 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 26, 29, 213
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\download\ImageDownloadManager.ts", "TypeScript", 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 8, 157
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\hooks\Debounce.ts", "TypeScript", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\hooks\Fetch.ts", "TypeScript", 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 23, 114
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\hooks\JsObjectHook.ts", "TypeScript", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 40, 141
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\hooks\TutorialStarter.ts", "TypeScript", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\main\index.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 263, 0, 0, 11, 53, 327
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\main\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 4, 21
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\serverCommunication\ServerCommunication.ts", "TypeScript", 0, 0, 0, 258, 0, 0, 0, 0, 0, 0, 0, 44, 302
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\utils\Images.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 4
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\utils\Network.ts", "TypeScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 5, 24
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\utils\Statics.ts", "TypeScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 3, 1, 8
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\utils\UserUtils.ts", "TypeScript", 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 7, 93
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\utils\Utils.ts", "TypeScript", 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 20, 118
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\utils\Variables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 67, 40, 205
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\src\utils\clamp.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 8, 46
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\test.html", "HTML", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 17, 92
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\todo.md", "Markdown", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\tsconfig.app.json", "JSON", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 2, 3, 29
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\tsconfig.json", "JSON with Comments", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\tsconfig.node.json", "JSON", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 2, 3, 27
"c:\Users\dariu\Desktop\programming\flavorSynthesizer\vite.config.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 1, 2, 26
"Total", "-", 479, 32, 95, 5100, 10399, 22, 449, 3793, 5869, 1, 1259, 3308, 30806
